studio,course,attendance list,current_date,class_date,is_holiday,is_holiday_week,maxnr,waiting list,warteliste_length
Cb,Do 11:00,"[""cb_member_078"",""cb_member_024"",""cb_member_018"",""cb_member_074"",""cb_member_017""]",2026-04-10 23:00:00,2026-04-16,false,false,12.0,"[""cb_member_006""]",1
Cb,Do 11:00,"[""cb_member_078"",""cb_member_024"",""cb_member_018"",""cb_member_074"",""cb_member_075"",""cb_member_038"",""cb_member_017""]",2026-04-12 11:00:00,2026-04-16,false,false,12.0,"[""cb_member_006""]",1
Cb,Do 11:00,"[""cb_member_078"",""cb_member_024"",""cb_member_018"",""cb_member_074"",""cb_member_075"",""cb_member_038"",""cb_member_047"",""cb_member_017""]",2026-04-13 11:00:00,2026-04-16,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_078"",""cb_member_024"",""cb_member_018"",""cb_member_074"",""cb_member_075"",""cb_member_038"",""cb_member_047"",""cb_member_053""]",2026-04-14 11:00:00,2026-04-16,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_078"",""cb_member_024"",""cb_member_018"",""cb_member_074"",""cb_member_075"",""cb_member_038"",""cb_member_047"",""cb_member_053"",""cb_member_033"",""cb_member_072""]",2026-04-15 23:00:00,2026-04-16,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_078"",""cb_member_024"",""cb_member_018"",""cb_member_074"",""cb_member_075"",""cb_member_038"",""cb_member_047"",""cb_member_053"",""cb_member_033"",""cb_member_072"",""cb_member_062""]",2026-04-16 05:00:00,2026-04-16,false,false,12.0,"[""cb_member_060""]",1
Cb,Do 11:00,"[""cb_member_078"",""cb_member_024"",""cb_member_018"",""cb_member_074"",""cb_member_075"",""cb_member_038"",""cb_member_047"",""cb_member_053"",""cb_member_033"",""cb_member_072"",""cb_member_062"",""cb_member_023""]",2026-04-16 11:00:00,2026-04-16,false,false,12.0,"[""cb_member_060""]",1
Cb,Do 11:00,"[""cb_member_014"",""cb_member_006"",""cb_member_016"",""cb_member_058"",""cb_member_077""]",2026-04-17 23:00:00,2026-04-23,false,false,12.0,"[""cb_member_068""]",1
Cb,Do 11:00,"[""cb_member_014"",""cb_member_006"",""cb_member_016"",""cb_member_058"",""cb_member_065"",""cb_member_077""]",2026-04-19 11:00:00,2026-04-23,false,false,12.0,"[""cb_member_068""]",1
Cb,Do 11:00,"[""cb_member_014"",""cb_member_006"",""cb_member_016"",""cb_member_058"",""cb_member_065"",""cb_member_075"",""cb_member_077""]",2026-04-20 11:00:00,2026-04-23,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_014"",""cb_member_006"",""cb_member_016"",""cb_member_058"",""cb_member_065"",""cb_member_075"",""cb_member_059""]",2026-04-21 11:00:00,2026-04-23,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_014"",""cb_member_006"",""cb_member_016"",""cb_member_058"",""cb_member_065"",""cb_member_075"",""cb_member_059"",""cb_member_041""]",2026-04-22 11:00:00,2026-04-23,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_014"",""cb_member_006"",""cb_member_016"",""cb_member_058"",""cb_member_065"",""cb_member_075"",""cb_member_059"",""cb_member_041"",""cb_member_033""]",2026-04-22 23:00:00,2026-04-23,false,false,12.0,"[""cb_member_034""]",1
Cb,Do 11:00,"[""cb_member_014"",""cb_member_006"",""cb_member_016"",""cb_member_058"",""cb_member_065"",""cb_member_075"",""cb_member_059"",""cb_member_041"",""cb_member_033"",""cb_member_030""]",2026-04-23 05:00:00,2026-04-23,false,false,12.0,"[""cb_member_034""]",1
Cb,Do 11:00,"[""cb_member_026"",""cb_member_008"",""cb_member_018"",""cb_member_014"",""cb_member_005""]",2026-04-24 23:00:00,2026-04-30,false,true,12.0,"[""cb_member_041""]",1
Cb,Do 11:00,"[""cb_member_026"",""cb_member_008"",""cb_member_018"",""cb_member_014"",""cb_member_059"",""cb_member_042"",""cb_member_005""]",2026-04-26 11:00:00,2026-04-30,false,true,12.0,"[""cb_member_041""]",1
Cb,Do 11:00,"[""cb_member_026"",""cb_member_008"",""cb_member_018"",""cb_member_014"",""cb_member_059"",""cb_member_042"",""cb_member_007"",""cb_member_080"",""cb_member_005""]",2026-04-27 11:00:00,2026-04-30,false,true,12.0,[],0
Cb,Do 11:00,"[""cb_member_026"",""cb_member_008"",""cb_member_018"",""cb_member_014"",""cb_member_059"",""cb_member_042"",""cb_member_007"",""cb_member_080"",""cb_member_020""]",2026-04-28 11:00:00,2026-04-30,false,true,12.0,[],0
Cb,Do 11:00,"[""cb_member_026"",""cb_member_008"",""cb_member_018"",""cb_member_014"",""cb_member_059"",""cb_member_042"",""cb_member_007"",""cb_member_080"",""cb_member_020"",""cb_member_022"",""cb_member_070""]",2026-04-29 11:00:00,2026-04-30,false,true,12.0,"[""cb_member_075""]",1
Cb,Do 11:00,"[""cb_member_026"",""cb_member_008"",""cb_member_018"",""cb_member_014"",""cb_member_059"",""cb_member_042"",""cb_member_007"",""cb_member_080"",""cb_member_020"",""cb_member_022"",""cb_member_070"",""cb_member_047""]",2026-04-30 05:00:00,2026-04-30,false,true,12.0,"[""cb_member_075""]",1
Cb,Do 11:00,"[""cb_member_021"",""cb_member_064"",""cb_member_013"",""cb_member_058"",""cb_member_020""]",2026-04-30 11:00:00,2026-05-07,false,false,12.0,"[""cb_member_066""]",1
Cb,Do 11:00,"[""cb_member_021"",""cb_member_064"",""cb_member_013"",""cb_member_058"",""cb_member_024"",""cb_member_020""]",2026-05-01 23:00:00,2026-05-07,false,false,12.0,"[""cb_member_066""]",1
Cb,Do 11:00,"[""cb_member_021"",""cb_member_064"",""cb_member_013"",""cb_member_058"",""cb_member_024"",""cb_member_078"",""cb_member_026""]",2026-05-06 11:00:00,2026-05-07,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_021"",""cb_member_064"",""cb_member_013"",""cb_member_058"",""cb_member_024"",""cb_member_078"",""cb_member_026"",""cb_member_068"",""cb_member_028""]",2026-05-06 23:00:00,2026-05-07,false,false,12.0,"[""cb_member_023""]",1
Cb,Do 11:00,"[""cb_member_021"",""cb_member_064"",""cb_member_013"",""cb_member_058"",""cb_member_024"",""cb_member_078"",""cb_member_026"",""cb_member_068"",""cb_member_028"",""cb_member_072""]",2026-05-07 05:00:00,2026-05-07,false,false,12.0,"[""cb_member_023""]",1
Cb,Do 11:00,"[""cb_member_018"",""cb_member_050"",""cb_member_071"",""cb_member_063"",""cb_member_078""]",2026-05-08 23:00:00,2026-05-14,false,false,12.0,"[""cb_member_030""]",1
Cb,Do 11:00,"[""cb_member_018"",""cb_member_050"",""cb_member_071"",""cb_member_063"",""cb_member_020"",""cb_member_055"",""cb_member_078""]",2026-05-10 11:00:00,2026-05-14,false,false,12.0,"[""cb_member_030""]",1
Cb,Do 11:00,"[""cb_member_018"",""cb_member_050"",""cb_member_071"",""cb_member_063"",""cb_member_020"",""cb_member_055"",""cb_member_003"",""cb_member_034"",""cb_member_078""]",2026-05-11 11:00:00,2026-05-14,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_018"",""cb_member_050"",""cb_member_071"",""cb_member_063"",""cb_member_020"",""cb_member_055"",""cb_member_003"",""cb_member_034"",""cb_member_043""]",2026-05-13 11:00:00,2026-05-14,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_018"",""cb_member_050"",""cb_member_071"",""cb_member_063"",""cb_member_020"",""cb_member_055"",""cb_member_003"",""cb_member_034"",""cb_member_043"",""cb_member_041"",""cb_member_037""]",2026-05-13 23:00:00,2026-05-14,false,false,12.0,"[""cb_member_064""]",1
Cb,Do 11:00,"[""cb_member_018"",""cb_member_050"",""cb_member_071"",""cb_member_063"",""cb_member_020"",""cb_member_055"",""cb_member_003"",""cb_member_034"",""cb_member_043"",""cb_member_041"",""cb_member_037"",""cb_member_014""]",2026-05-14 05:00:00,2026-05-14,false,false,12.0,"[""cb_member_064""]",1
Cb,Do 11:00,"[""cb_member_040"",""cb_member_004"",""cb_member_057"",""cb_member_022"",""cb_member_074""]",2026-05-14 11:00:00,2026-05-21,false,false,12.0,"[""cb_member_080""]",1
Cb,Do 11:00,"[""cb_member_040"",""cb_member_004"",""cb_member_057"",""cb_member_022"",""cb_member_024"",""cb_member_028"",""cb_member_074""]",2026-05-15 23:00:00,2026-05-21,false,false,12.0,"[""cb_member_080""]",1
Cb,Do 11:00,"[""cb_member_040"",""cb_member_004"",""cb_member_057"",""cb_member_022"",""cb_member_024"",""cb_member_028"",""cb_member_029"",""cb_member_074""]",2026-05-18 11:00:00,2026-05-21,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_040"",""cb_member_004"",""cb_member_057"",""cb_member_022"",""cb_member_024"",""cb_member_028"",""cb_member_029"",""cb_member_012""]",2026-05-19 11:00:00,2026-05-21,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_040"",""cb_member_004"",""cb_member_057"",""cb_member_022"",""cb_member_024"",""cb_member_028"",""cb_member_029"",""cb_member_012"",""cb_member_039"",""cb_member_055""]",2026-05-20 11:00:00,2026-05-21,false,false,12.0,"[""cb_member_062""]",1
Cb,Do 11:00,"[""cb_member_040"",""cb_member_004"",""cb_member_057"",""cb_member_022"",""cb_member_024"",""cb_member_028"",""cb_member_029"",""cb_member_012"",""cb_member_039"",""cb_member_055"",""cb_member_065""]",2026-05-20 23:00:00,2026-05-21,false,false,12.0,"[""cb_member_062""]",1
Cb,Do 11:00,"[""cb_member_040"",""cb_member_004"",""cb_member_057"",""cb_member_022"",""cb_member_024"",""cb_member_028"",""cb_member_029"",""cb_member_012"",""cb_member_039"",""cb_member_055"",""cb_member_065"",""cb_member_025""]",2026-05-21 05:00:00,2026-05-21,false,false,12.0,"[""cb_member_062"",""cb_member_007""]",2
Cb,Do 11:00,"[""cb_member_038"",""cb_member_028"",""cb_member_061"",""cb_member_079""]",2026-05-22 23:00:00,2026-05-28,false,false,12.0,"[""cb_member_008""]",1
Cb,Do 11:00,"[""cb_member_038"",""cb_member_028"",""cb_member_061"",""cb_member_053"",""cb_member_079""]",2026-05-24 11:00:00,2026-05-28,false,false,12.0,"[""cb_member_008""]",1
Cb,Do 11:00,"[""cb_member_038"",""cb_member_028"",""cb_member_061"",""cb_member_053"",""cb_member_042"",""cb_member_030"",""cb_member_079""]",2026-05-25 11:00:00,2026-05-28,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_038"",""cb_member_028"",""cb_member_061"",""cb_member_053"",""cb_member_042"",""cb_member_030"",""cb_member_022""]",2026-05-27 11:00:00,2026-05-28,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_038"",""cb_member_028"",""cb_member_061"",""cb_member_053"",""cb_member_042"",""cb_member_030"",""cb_member_022"",""cb_member_024""]",2026-05-27 23:00:00,2026-05-28,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_038"",""cb_member_028"",""cb_member_061"",""cb_member_053"",""cb_member_042"",""cb_member_030"",""cb_member_022"",""cb_member_024""]",2026-05-28 05:00:00,2026-05-28,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_035"",""cb_member_007"",""cb_member_058"",""cb_member_048"",""cb_member_006""]",2026-05-28 11:00:00,2026-06-04,false,false,12.0,"[""cb_member_010""]",1
Cb,Do 11:00,"[""cb_member_035"",""cb_member_007"",""cb_member_058"",""cb_member_048"",""cb_member_045"",""cb_member_022"",""cb_member_006""]",2026-05-29 23:00:00,2026-06-04,false,false,12.0,"[""cb_member_010""]",1
Cb,Do 11:00,"[""cb_member_035"",""cb_member_007"",""cb_member_058"",""cb_member_048"",""cb_member_045"",""cb_member_022"",""cb_member_065"",""cb_member_050"",""cb_member_006""]",2026-05-31 11:00:00,2026-06-04,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_035"",""cb_member_007"",""cb_member_058"",""cb_member_048"",""cb_member_045"",""cb_member_022"",""cb_member_065"",""cb_member_050"",""cb_member_017""]",2026-06-01 11:00:00,2026-06-04,false,false,12.0,[],0
Cb,Do 11:00,"[""cb_member_035"",""cb_member_007"",""cb_member_058"",""cb_member_048"",""cb_member_045"",""cb_member_022"",""cb_member_065"",""cb_member_050"",""cb_member_017"",""cb_member_032"",""cb_member_026""]",2026-06-03 11:00:00,2026-06-04,false,false,12.0,"[""cb_member_008""]",1
Cb,Do 11:00,"[""cb_member_035"",""cb_member_007"",""cb_member_058"",""cb_member_048"",""cb_member_045"",""cb_member_022"",""cb_member_065"",""cb_member_050"",""cb_member_017"",""cb_member_032"",""cb_member_026"",""cb_member_001""]",2026-06-04 05:00:00,2026-06-04,false,false,12.0,"[""cb_member_008""]",1
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_060"",""cb_member_058"",""cb_member_012"",""cb_member_036""]",2026-01-02 17:00:00,2026-01-09,false,false,12.0,"[""cb_member_049""]",1
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_060"",""cb_member_058"",""cb_member_012"",""cb_member_042"",""cb_member_006"",""cb_member_036""]",2026-01-06 17:00:00,2026-01-09,false,false,12.0,"[""cb_member_049""]",1
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_060"",""cb_member_058"",""cb_member_012"",""cb_member_042"",""cb_member_006"",""cb_member_022"",""cb_member_063""]",2026-01-07 17:00:00,2026-01-09,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_060"",""cb_member_058"",""cb_member_012"",""cb_member_042"",""cb_member_006"",""cb_member_022"",""cb_member_063"",""cb_member_020"",""cb_member_045""]",2026-01-08 17:00:00,2026-01-09,false,false,12.0,"[""cb_member_079""]",1
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_060"",""cb_member_058"",""cb_member_012"",""cb_member_042"",""cb_member_006"",""cb_member_022"",""cb_member_063"",""cb_member_020"",""cb_member_045"",""cb_member_077""]",2026-01-09 11:00:00,2026-01-09,false,false,12.0,"[""cb_member_079"",""cb_member_070""]",2
Cb,Fr 17:00,"[""cb_member_016"",""cb_member_061"",""cb_member_051"",""cb_member_069"",""cb_member_013""]",2026-01-13 17:00:00,2026-01-16,false,false,12.0,"[""cb_member_023""]",1
Cb,Fr 17:00,"[""cb_member_016"",""cb_member_061"",""cb_member_051"",""cb_member_069"",""cb_member_015"",""cb_member_078"",""cb_member_013""]",2026-01-14 17:00:00,2026-01-16,false,false,12.0,"[""cb_member_023""]",1
Cb,Fr 17:00,"[""cb_member_016"",""cb_member_061"",""cb_member_051"",""cb_member_069"",""cb_member_015"",""cb_member_078"",""cb_member_077"",""cb_member_075""]",2026-01-15 17:00:00,2026-01-16,false,false,12.0,"[""cb_member_031""]",1
Cb,Fr 17:00,"[""cb_member_016"",""cb_member_061"",""cb_member_051"",""cb_member_069"",""cb_member_015"",""cb_member_078"",""cb_member_077"",""cb_member_075"",""cb_member_042"",""cb_member_001""]",2026-01-16 05:00:00,2026-01-16,false,false,12.0,"[""cb_member_031"",""cb_member_034""]",2
Cb,Fr 17:00,"[""cb_member_016"",""cb_member_061"",""cb_member_051"",""cb_member_069"",""cb_member_015"",""cb_member_078"",""cb_member_077"",""cb_member_075"",""cb_member_042"",""cb_member_001"",""cb_member_012"",""cb_member_026""]",2026-01-16 11:00:00,2026-01-16,false,false,12.0,"[""cb_member_031"",""cb_member_034"",""cb_member_046"",""cb_member_036""]",4
Cb,Fr 17:00,"[""cb_member_035"",""cb_member_053"",""cb_member_048"",""cb_member_018"",""cb_member_026""]",2026-01-16 17:00:00,2026-01-23,false,false,12.0,"[""cb_member_055""]",1
Cb,Fr 17:00,"[""cb_member_035"",""cb_member_053"",""cb_member_048"",""cb_member_018"",""cb_member_033"",""cb_member_026""]",2026-01-18 05:00:00,2026-01-23,false,false,12.0,"[""cb_member_055""]",1
Cb,Fr 17:00,"[""cb_member_035"",""cb_member_053"",""cb_member_048"",""cb_member_018"",""cb_member_033"",""cb_member_014"",""cb_member_026""]",2026-01-19 17:00:00,2026-01-23,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_035"",""cb_member_053"",""cb_member_048"",""cb_member_018"",""cb_member_033"",""cb_member_014"",""cb_member_040"",""cb_member_023""]",2026-01-22 17:00:00,2026-01-23,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_035"",""cb_member_053"",""cb_member_048"",""cb_member_018"",""cb_member_033"",""cb_member_014"",""cb_member_040"",""cb_member_023"",""cb_member_074""]",2026-01-23 05:00:00,2026-01-23,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_035"",""cb_member_053"",""cb_member_048"",""cb_member_018"",""cb_member_033"",""cb_member_014"",""cb_member_040"",""cb_member_023"",""cb_member_074"",""cb_member_079""]",2026-01-23 11:00:00,2026-01-23,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_060"",""cb_member_021"",""cb_member_018"",""cb_member_043"",""cb_member_020""]",2026-01-23 17:00:00,2026-01-30,false,false,12.0,"[""cb_member_005""]",1
Cb,Fr 17:00,"[""cb_member_060"",""cb_member_021"",""cb_member_018"",""cb_member_043"",""cb_member_058"",""cb_member_030"",""cb_member_020""]",2026-01-25 05:00:00,2026-01-30,false,false,12.0,"[""cb_member_005""]",1
Cb,Fr 17:00,"[""cb_member_060"",""cb_member_021"",""cb_member_018"",""cb_member_043"",""cb_member_058"",""cb_member_030"",""cb_member_038"",""cb_member_020""]",2026-01-26 17:00:00,2026-01-30,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_060"",""cb_member_021"",""cb_member_018"",""cb_member_043"",""cb_member_058"",""cb_member_030"",""cb_member_038"",""cb_member_032""]",2026-01-28 17:00:00,2026-01-30,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_060"",""cb_member_021"",""cb_member_018"",""cb_member_043"",""cb_member_058"",""cb_member_030"",""cb_member_038"",""cb_member_032"",""cb_member_015"",""cb_member_078""]",2026-01-29 17:00:00,2026-01-30,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_060"",""cb_member_021"",""cb_member_018"",""cb_member_043"",""cb_member_058"",""cb_member_030"",""cb_member_038"",""cb_member_032"",""cb_member_015"",""cb_member_078"",""cb_member_050""]",2026-01-30 05:00:00,2026-01-30,false,false,12.0,"[""cb_member_049""]",1
Cb,Fr 17:00,"[""cb_member_060"",""cb_member_021"",""cb_member_018"",""cb_member_043"",""cb_member_058"",""cb_member_030"",""cb_member_038"",""cb_member_032"",""cb_member_015"",""cb_member_078"",""cb_member_050"",""cb_member_033""]",2026-01-30 11:00:00,2026-01-30,false,false,12.0,"[""cb_member_049""]",1
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_010"",""cb_member_025"",""cb_member_077"",""cb_member_069""]",2026-01-30 17:00:00,2026-02-06,false,false,12.0,"[""cb_member_032""]",1
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_010"",""cb_member_025"",""cb_member_077"",""cb_member_007"",""cb_member_069""]",2026-02-02 17:00:00,2026-02-06,false,false,12.0,"[""cb_member_032""]",1
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_010"",""cb_member_025"",""cb_member_077"",""cb_member_007"",""cb_member_008"",""cb_member_069""]",2026-02-03 17:00:00,2026-02-06,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_010"",""cb_member_025"",""cb_member_077"",""cb_member_007"",""cb_member_008"",""cb_member_046"",""cb_member_004""]",2026-02-04 17:00:00,2026-02-06,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_010"",""cb_member_025"",""cb_member_077"",""cb_member_007"",""cb_member_008"",""cb_member_046"",""cb_member_004"",""cb_member_011""]",2026-02-05 17:00:00,2026-02-06,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_010"",""cb_member_025"",""cb_member_077"",""cb_member_007"",""cb_member_008"",""cb_member_046"",""cb_member_004"",""cb_member_011"",""cb_member_012""]",2026-02-06 05:00:00,2026-02-06,false,false,12.0,"[""cb_member_068""]",1
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_010"",""cb_member_025"",""cb_member_077"",""cb_member_007"",""cb_member_008"",""cb_member_046"",""cb_member_004"",""cb_member_011"",""cb_member_012"",""cb_member_001""]",2026-02-06 11:00:00,2026-02-06,false,false,12.0,"[""cb_member_068""]",1
Cb,Fr 17:00,"[""cb_member_011"",""cb_member_058"",""cb_member_030"",""cb_member_021"",""cb_member_044""]",2026-02-06 17:00:00,2026-02-13,false,false,12.0,"[""cb_member_037""]",1
Cb,Fr 17:00,"[""cb_member_011"",""cb_member_058"",""cb_member_030"",""cb_member_021"",""cb_member_056"",""cb_member_024"",""cb_member_044""]",2026-02-08 05:00:00,2026-02-13,false,false,12.0,"[""cb_member_037""]",1
Cb,Fr 17:00,"[""cb_member_011"",""cb_member_058"",""cb_member_030"",""cb_member_021"",""cb_member_056"",""cb_member_024"",""cb_member_063"",""cb_member_052""]",2026-02-12 17:00:00,2026-02-13,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_011"",""cb_member_058"",""cb_member_030"",""cb_member_021"",""cb_member_056"",""cb_member_024"",""cb_member_063"",""cb_member_052"",""cb_member_042"",""cb_member_022""]",2026-02-13 05:00:00,2026-02-13,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_011"",""cb_member_058"",""cb_member_030"",""cb_member_021"",""cb_member_056"",""cb_member_024"",""cb_member_063"",""cb_member_052"",""cb_member_042"",""cb_member_022"",""cb_member_014""]",2026-02-13 11:00:00,2026-02-13,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_068"",""cb_member_024"",""cb_member_059"",""cb_member_079""]",2026-02-15 05:00:00,2026-02-20,false,true,12.0,"[""cb_member_037""]",1
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_068"",""cb_member_024"",""cb_member_059"",""cb_member_076"",""cb_member_010"",""cb_member_079""]",2026-02-16 17:00:00,2026-02-20,false,true,12.0,"[""cb_member_037""]",1
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_068"",""cb_member_024"",""cb_member_059"",""cb_member_076"",""cb_member_010"",""cb_member_049"",""cb_member_057"",""cb_member_079""]",2026-02-19 17:00:00,2026-02-20,false,true,12.0,[],0
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_068"",""cb_member_024"",""cb_member_059"",""cb_member_076"",""cb_member_010"",""cb_member_049"",""cb_member_057"",""cb_member_056""]",2026-02-20 05:00:00,2026-02-20,false,true,12.0,"[""cb_member_023""]",1
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_068"",""cb_member_024"",""cb_member_059"",""cb_member_076"",""cb_member_010"",""cb_member_049"",""cb_member_057"",""cb_member_056"",""cb_member_002"",""cb_member_078""]",2026-02-20 11:00:00,2026-02-20,false,true,12.0,"[""cb_member_023""]",1
Cb,Fr 17:00,"[""cb_member_071"",""cb_member_068"",""cb_member_024"",""cb_member_059"",""cb_member_076"",""cb_member_010"",""cb_member_049"",""cb_member_057"",""cb_member_056"",""cb_member_002"",""cb_member_078"",""cb_member_038""]",2026-02-20 19:00:00,2026-02-20,false,true,12.0,"[""cb_member_023"",""cb_member_022""]",2
Cb,Fr 17:00,"[""cb_member_074"",""cb_member_048"",""cb_member_009"",""cb_member_061"",""cb_member_032""]",2026-02-20 17:00:00,2026-02-27,false,false,12.0,"[""cb_member_076""]",1
Cb,Fr 17:00,"[""cb_member_074"",""cb_member_048"",""cb_member_009"",""cb_member_061"",""cb_member_033"",""cb_member_031"",""cb_member_032""]",2026-02-22 05:00:00,2026-02-27,false,false,12.0,"[""cb_member_076""]",1
Cb,Fr 17:00,"[""cb_member_074"",""cb_member_048"",""cb_member_009"",""cb_member_061"",""cb_member_033"",""cb_member_031"",""cb_member_017"",""cb_member_067"",""cb_member_032""]",2026-02-25 17:00:00,2026-02-27,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_074"",""cb_member_048"",""cb_member_009"",""cb_member_061"",""cb_member_033"",""cb_member_031"",""cb_member_017"",""cb_member_067"",""cb_member_015""]",2026-02-26 17:00:00,2026-02-27,false,false,12.0,"[""cb_member_050"",""cb_member_070""]",2
Cb,Fr 17:00,"[""cb_member_074"",""cb_member_048"",""cb_member_009"",""cb_member_061"",""cb_member_033"",""cb_member_031"",""cb_member_017"",""cb_member_067"",""cb_member_015"",""cb_member_018"",""cb_member_079""]",2026-02-27 05:00:00,2026-02-27,false,false,12.0,"[""cb_member_050"",""cb_member_070"",""cb_member_046""]",3
Cb,Fr 17:00,"[""cb_member_074"",""cb_member_048"",""cb_member_009"",""cb_member_061"",""cb_member_033"",""cb_member_031"",""cb_member_017"",""cb_member_067"",""cb_member_015"",""cb_member_018"",""cb_member_079"",""cb_member_041""]",2026-02-27 11:00:00,2026-02-27,false,false,12.0,"[""cb_member_050""]",1
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_067"",""cb_member_073"",""cb_member_015"",""cb_member_010""]",2026-02-27 17:00:00,2026-03-06,false,false,12.0,"[""cb_member_078""]",1
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_067"",""cb_member_073"",""cb_member_015"",""cb_member_064"",""cb_member_017"",""cb_member_010""]",2026-03-01 05:00:00,2026-03-06,false,false,12.0,"[""cb_member_078""]",1
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_067"",""cb_member_073"",""cb_member_015"",""cb_member_064"",""cb_member_017"",""cb_member_080"",""cb_member_010""]",2026-03-02 17:00:00,2026-03-06,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_067"",""cb_member_073"",""cb_member_015"",""cb_member_064"",""cb_member_017"",""cb_member_080"",""cb_member_069""]",2026-03-03 17:00:00,2026-03-06,false,false,12.0,"[""cb_member_001""]",1
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_067"",""cb_member_073"",""cb_member_015"",""cb_member_064"",""cb_member_017"",""cb_member_080"",""cb_member_069"",""cb_member_004"",""cb_member_005""]",2026-03-05 17:00:00,2026-03-06,false,false,12.0,"[""cb_member_001"",""cb_member_046""]",2
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_067"",""cb_member_073"",""cb_member_015"",""cb_member_064"",""cb_member_017"",""cb_member_080"",""cb_member_069"",""cb_member_004"",""cb_member_005"",""cb_member_011""]",2026-03-06 05:00:00,2026-03-06,false,false,12.0,"[""cb_member_001"",""cb_member_046"",""cb_member_072""]",3
Cb,Fr 17:00,"[""cb_member_019"",""cb_member_067"",""cb_member_073"",""cb_member_015"",""cb_member_064"",""cb_member_017"",""cb_member_080"",""cb_member_069"",""cb_member_004"",""cb_member_005"",""cb_member_011"",""cb_member_066""]",2026-03-06 11:00:00,2026-03-06,false,false,12.0,"[""cb_member_001"",""cb_member_046"",""cb_member_072"",""cb_member_058""]",4
Cb,Fr 17:00,"[""cb_member_013"",""cb_member_033"",""cb_member_032"",""cb_member_071"",""cb_member_048""]",2026-03-06 17:00:00,2026-03-13,false,false,12.0,"[""cb_member_060""]",1
Cb,Fr 17:00,"[""cb_member_013"",""cb_member_033"",""cb_member_032"",""cb_member_071"",""cb_member_045"",""cb_member_019"",""cb_member_048""]",2026-03-08 05:00:00,2026-03-13,false,false,12.0,"[""cb_member_060""]",1
Cb,Fr 17:00,"[""cb_member_013"",""cb_member_033"",""cb_member_032"",""cb_member_071"",""cb_member_045"",""cb_member_019"",""cb_member_038"",""cb_member_042"",""cb_member_048""]",2026-03-09 17:00:00,2026-03-13,false,false,12.0,[],0
Cb,Fr 17:00,"[""cb_member_013"",""cb_member_033"",""cb_member_032"",""cb_member_071"",""cb_member_045"",""cb_member_019"",""cb_member_038"",""cb_member_042"",""cb_member_006""]",2026-03-10 17:00:00,2026-03-13,false,false,12.0,"[""cb_member_050"",""cb_member_029""]",2
